Customer,Spectral Frequency 1 X,Spectral Frequency 1 Y,Spectral Frequency 2 X,Spectral Frequency 2 Y,K-means cluster,Profiles
1451,8.0,264.7408,8.0071,263.2614,9,['KVKSEGMENT_19']
1452,24.0,71.663,24.0642,71.1623,9,['E3A']
1453,24.0,198.9118,23.9362,197.0947,9,['E3A']
1454,24.0,310.3456,24.0642,307.5412,0,['KVKSEGMENT_18']
1456,0.8797,109.2167,0.8798,109.2061,9,['E3B']
1458,0.5,32.6754,0.5,32.5899,9,['E3C']
1460,12.0,110.1256,11.984,109.2781,9,['KVKSEGMENT_1']
1463,0.5802,33.6056,0.5802,33.5932,9,['KVKSEGMENT_11']
1465,0.7058,41.6405,0.7059,41.6393,9,['KVKSEGMENT_13']
1467,24.0,64.0071,23.9362,63.4423,9,['KVKSEGMENT_14']
1470,24.0,126.6209,24.0642,125.4885,9,['KVKSEGMENT_4']
1472,1.2,364.0603,1.2002,361.7684,0,['KVKSEGMENT_4']
1474,0.5031,43.4388,0.5031,43.4305,9,['E3D']
1476,24.0,93.272,23.9362,92.4436,9,['KVKSEGMENT_4']
1477,12.0,133.6071,11.984,132.8513,9,['E3A']
1478,24.0,136.0287,24.0642,134.8289,9,['E3C']
1482,2.1818,207.1413,2.4,207.0744,9,['KVKSEGMENT_4']
1485,24.0,86.8377,24.0642,86.1225,9,['KVKSEGMENT_19']
1488,0.5298,25.729,0.5298,25.724,9,['KVKSEGMENT_16']
1492,0.5,95.0792,0.5,95.0606,9,['KVKSEGMENT_17']
1493,0.5,2614.1149,0.5,2591.2583,7,['E3C']
1494,0.6322,45.8153,0.6322,45.8141,9,['KVKSEGMENT_14']
1495,24.0,4275.8694,24.0642,4248.0745,11,['KVKSEGMENT_2']
1496,24.0,298.8892,23.9362,296.1689,0,['KVKSEGMENT_9']
1497,24.0,131.7574,24.0642,130.7537,9,['KVKSEGMENT_16']
1498,24.0,60.1253,23.9362,59.5832,9,['KVKSEGMENT_20']
1500,7.9929,516.2555,8.0,514.5429,0,['KVKSEGMENT_19']
1501,24.0,149.4097,24.0642,148.1238,9,['KVKSEGMENT_1']
1503,1.6,258.0876,1.6003,257.1901,9,['E3C']
1505,0.5714,48.1658,0.5714,48.1595,9,['KVKSEGMENT_18']
1507,24.0,182.3241,24.0642,180.7743,9,['E3A']
1508,24.0,352.1541,23.9362,348.9854,0,['KVKSEGMENT_8']
1510,12.0,81.4274,12.016,80.9635,9,['E3A']
1512,0.5714,128.9464,0.5715,128.3889,9,['KVKSEGMENT_14']
1514,24.0,558.0597,24.0642,553.6649,0,['KVKSEGMENT_17']
1517,0.5414,70.1359,0.5414,70.1222,9,['KVKSEGMENT_8']
1521,1.3337,38631.2433,1.3339,38627.6393,12,['KVKSEGMENT_1']
1522,1.5003,284.8699,1.5005,284.5263,0,['E3B']
1523,0.5106,134.4521,0.5107,134.0347,9,['KVKSEGMENT_19']
1524,2.4,4106.2934,2.4006,4096.8078,11,['KVKSEGMENT_4']
1526,1.2002,190.0414,1.2,189.9886,9,['KVKSEGMENT_8']
1527,3.9982,130.3659,4.0,130.3054,9,['E3B']
1528,24.0,480.5206,23.9362,476.1383,0,['KVKSEGMENT_8']
1529,0.5,1385.7127,0.5,1375.4227,18,['E3B']
1530,1.0909,53.2131,1.091,52.8882,9,['E3A']
1531,24.0,70.5252,23.9362,69.9421,9,['E3B']
1532,24.0,133.6396,23.9362,132.5751,9,['KVKSEGMENT_16']
1533,24.0,130.4621,23.9362,129.4186,9,['KVKSEGMENT_12']
1534,24.0,108.2589,24.0642,107.3016,9,['E3A']
1535,12.0,582.4463,11.984,578.3681,0,['KVKSEGMENT_1']
1536,0.5198,200.3026,0.5198,200.2169,9,['KVKSEGMENT_14']
1537,24.0,59.6394,23.9362,59.0995,9,['E3B']
1538,0.5455,41.1112,0.5455,41.0959,9,['KVKSEGMENT_2']
1539,0.5,6150.7467,0.5,6095.7849,3,['KVKSEGMENT_1']
1541,0.5,38.4681,0.5,38.4482,9,['KVKSEGMENT_19']
1546,6.0,63.4863,5.996,63.4547,9,['KVKSEGMENT_19']
1548,1.9996,31804.6435,2.0,31798.6069,2,['E3C']
1550,24.0,259.568,24.0642,257.9795,9,['KVKSEGMENT_10']
1551,24.0,2725.6792,23.9362,2702.7225,7,['KVKSEGMENT_4']
1553,0.5217,41.3728,0.5217,41.372,9,['E3B']
1554,1.2,141.6445,1.2002,141.2627,9,['KVKSEGMENT_18']
1555,0.5107,43.9398,0.5106,43.9265,9,['E3C']
1557,0.5,1714.5435,0.5,1703.3281,18,['KVKSEGMENT_8']
1558,0.5454,47.4603,0.5454,47.4581,9,['E3A']
1560,0.5597,44.0274,0.5596,44.0171,9,['KVKSEGMENT_1']
1561,24.0,379.2542,24.0642,375.8603,0,['E3A']
1562,24.0,198.3598,23.9362,197.6799,9,['KVKSEGMENT_19']
1564,12.0,5473.396,12.016,5429.8468,16,['KVKSEGMENT_17']
1566,24.0,345.8024,23.9362,343.1849,0,['E3A']
1568,0.6666,305.067,0.6667,304.4966,0,['KVKSEGMENT_8']
1570,24.0,45.1293,23.9362,44.7726,9,['E3D']
1571,24.0,764.7936,24.0642,760.4139,14,['KVKSEGMENT_1']
1572,24.0,771.9902,23.9362,765.7244,14,['E3B']
1573,24.0,58.5412,24.0642,58.061,9,['KVKSEGMENT_12']
1574,24.0,230.8486,23.9362,228.9219,9,['E3A']
1578,1.6,3661.0334,1.6003,3653.3642,11,['E3C']
1579,0.6172,24.1914,0.6173,24.1796,9,['KVKSEGMENT_11']
1580,24.0,93.7495,23.9362,93.1976,9,['KVKSEGMENT_10']
1581,1.5,796.3874,1.5003,793.8111,14,['E3C']
1583,0.5217,45.9832,0.5217,45.9742,9,['KVKSEGMENT_16']
1584,3.4286,1866.0515,3.4273,1857.6867,18,['KVKSEGMENT_8']
1586,24.0,70.9037,24.0642,70.3013,9,['KVKSEGMENT_4']
1587,24.0,370.9562,23.9362,367.855,0,['KVKSEGMENT_8']
1588,24.0,143.7568,24.0642,142.9999,9,['KVKSEGMENT_1']
1589,24.0,136.9515,23.9362,136.0225,9,['KVKSEGMENT_19']
1590,24.0,1770.11,23.9362,1756.4369,18,['E3A']
1592,24.0,1267.3837,24.0642,1257.0799,14,['E3B']
1593,24.0,452.3988,24.0642,448.5344,0,['KVKSEGMENT_8']
1595,0.5,37.746,0.5,37.6942,9,['E3B']
1596,24.0,88.8002,24.0642,88.0518,9,['KVKSEGMENT_1']
1597,24.0,922.6999,24.0642,914.5643,14,['E3A']
1598,0.522,34.1883,0.522,34.1767,9,['E3B']
1599,0.5,30.6069,0.5,30.5473,9,['E3A']
1600,0.5186,29.6797,0.5186,29.6444,9,['E3B']
1602,24.0,6298.9973,24.0642,6249.7267,3,['E3C']
1603,24.0,250.9192,23.9362,248.6481,9,['KVKSEGMENT_1']
1607,24.0,544.6853,23.9362,539.9249,0,['KVKSEGMENT_8']
1609,24.0,333.9743,23.9362,331.5116,0,['KVKSEGMENT_17']
1610,24.0,327.533,23.9362,324.6573,0,['E3B']
1611,24.0,693.3843,23.9362,687.4136,0,['E3A']
1612,24.0,166.8958,23.9362,165.4744,9,['KVKSEGMENT_4']
1613,24.0,361.479,23.9362,358.3137,0,['KVKSEGMENT_13']
1615,24.0,190.3555,23.9362,188.6939,9,['KVKSEGMENT_1']
1618,24.0,257.6711,24.0642,255.7485,9,['E3B']
1621,6.0,105.572,5.996,105.2694,9,['KVKSEGMENT_16']
1623,24.0,3410.4061,24.0642,3380.5985,11,['KVKSEGMENT_15']
1625,24.0,27.6648,24.0642,27.4319,9,['KVKSEGMENT_14']
1626,0.5104,32.9236,0.5104,32.9201,9,['KVKSEGMENT_14']
1627,24.0,1524.3042,24.0642,1511.0759,18,['E3C']
1630,24.0,93.8452,23.9362,93.149,9,['KVKSEGMENT_1']
1631,0.6151,33.1719,0.6151,33.1524,9,['KVKSEGMENT_13']
1632,0.5354,28.0273,0.5355,28.022,9,['E3A']
1633,0.6317,83.2309,0.6316,82.9852,9,['KVKSEGMENT_19']
1634,24.0,462.0081,24.0642,458.4497,0,['E3C']
1635,1.2633,68.7582,1.2635,68.7567,9,['KVKSEGMENT_18']
1636,24.0,45.0267,24.0642,44.6445,9,['KVKSEGMENT_13']
1638,3.483,335.1426,3.4816,335.1075,0,['KVKSEGMENT_6']
1641,24.0,1073.6756,24.0642,1064.1889,14,['KVKSEGMENT_18']
1642,0.525,35.778,0.5251,35.7569,9,['KVKSEGMENT_19']
1643,24.0,122.8847,23.9362,121.8331,9,['E3A']
1644,0.5,70817.8692,0.5,70549.2975,10,['E3B']
1645,0.5,758.0812,0.5,756.0977,14,['E3B']
1646,24.0,353.6661,24.0642,350.7634,0,['KVKSEGMENT_8']
1647,24.0,372.6788,23.9362,369.4372,0,['E3C']
1648,24.0,968.062,23.9362,959.6234,14,['E3A']
1650,0.5333,31.1915,0.5333,31.1864,9,['KVKSEGMENT_16']
1651,24.0,479.5981,24.0642,475.7893,0,['E3B']
1654,0.5566,76.4655,0.5566,76.418,9,['KVKSEGMENT_16']
1655,24.0,173.8877,23.9362,172.3058,9,['KVKSEGMENT_12']
1656,24.0,239.1864,24.0642,237.1639,9,['KVKSEGMENT_12']
1658,12.0,780.2933,11.984,774.8055,14,['KVKSEGMENT_4']
1659,24.0,409.7662,23.9362,406.16,0,['KVKSEGMENT_15']
1662,1.0,22071.6721,0.9999,21942.5036,15,['E3C']
1663,0.5103,196.8763,0.5103,196.6806,9,['KVKSEGMENT_9']
1665,24.0,278.4408,23.9362,276.6661,0,['KVKSEGMENT_1']
1668,0.5108,31.3151,0.5108,31.3104,9,['E3B']
1669,0.5344,38.9551,0.5343,38.944,9,['KVKSEGMENT_16']
1673,1.1427,108.813,1.1429,108.6573,9,['E3A']
1674,0.522,37.725,0.522,37.704,9,['KVKSEGMENT_13']
1676,0.5454,40.7283,0.5454,40.7056,9,['E3B']
1677,24.0,1110.9863,23.9362,1102.3887,14,['KVKSEGMENT_12']
1679,24.0,93.9723,23.9362,93.7173,9,['KVKSEGMENT_19']
1681,8.0,587044.6669,8.0071,582101.1704,1,['E3C']
1682,1.3333,539.1434,1.3335,538.8565,0,['E3B']
1683,24.0,1018.919,24.0642,1009.791,14,['E3B']
1684,12.0,718.7032,11.984,713.165,14,['KVKSEGMENT_19']
1685,24.0,642.9919,23.9362,637.1259,0,['KVKSEGMENT_8']
1686,1.1617,444.8795,1.1616,444.611,0,['E3A']
1688,0.5013,32.1542,0.5013,32.1325,9,['E3B']
1690,0.5,320.3232,0.5,317.5577,0,['E3C']
1691,0.5022,33.2224,0.5022,33.2148,9,['E3A']
1692,0.6667,66.2234,0.6666,66.0818,9,['E3B']
1693,0.5714,46.185,0.5714,46.1257,9,['KVKSEGMENT_13']
1694,24.0,133.3522,24.0642,132.1923,9,['E3B']
1696,0.8,28559.8742,0.7999,28419.1555,2,['KVKSEGMENT_4']
1697,0.5106,71.524,0.5106,71.5116,9,['KVKSEGMENT_13']
1698,24.0,60.7208,24.0642,60.2316,9,['KVKSEGMENT_13']
1701,24.0,796.5967,24.0642,790.3469,14,['KVKSEGMENT_12']
1702,24.0,52.5932,24.0642,52.1198,9,['E3B']
1704,24.0,341.6825,23.9362,338.6092,0,['E3C']
1705,0.5334,140.6395,0.5333,139.919,9,['E3C']
1706,24.0,62.2678,24.0642,61.7212,9,['E3A']
1707,24.0,170.0299,23.9362,168.793,9,['KVKSEGMENT_1']
1708,0.5645,25.571,0.5645,25.5669,9,['E3A']
1710,0.8,23.3273,0.7999,23.3128,9,['KVKSEGMENT_14']
1711,24.0,931.5705,24.0642,924.6904,14,['KVKSEGMENT_19']
1713,24.0,234.2715,23.9362,232.3367,9,['KVKSEGMENT_12']
1714,2.5316,1064.1,2.5309,1063.7226,14,['KVKSEGMENT_13']
1716,0.5,80.1483,0.5,79.8291,9,['KVKSEGMENT_4']
1717,0.6132,44.5339,0.6131,44.4869,9,['KVKSEGMENT_11']
1718,24.0,47.878,24.0642,47.518,9,['KVKSEGMENT_16']
1719,0.8276,2444.507,0.8275,2440.4791,7,['KVKSEGMENT_1']
1720,24.0,294.3274,23.9362,291.7133,0,['E3B']
1721,0.5,43.8641,0.5,43.7959,9,['E3A']
1723,0.6409,351.6446,0.6409,351.5403,0,['E3B']
1724,0.5115,35.2979,0.5116,35.2948,9,['E3A']
1727,0.5104,45.2445,0.5103,45.2293,9,['E3C']
1728,0.5079,37.8904,0.5078,37.881,9,['KVKSEGMENT_20']
1730,0.5,752.869,0.5,747.6354,14,['KVKSEGMENT_8']
1731,24.0,4724.9945,23.9362,4684.3213,16,['E3B']
1732,0.569,24.5349,0.569,24.5348,9,['KVKSEGMENT_16']
1733,1.0,1814.164,0.9999,1805.0338,18,['KVKSEGMENT_9']
1736,3.0,46929.9063,2.999,46733.1876,6,['E3C']
1737,0.5217,40.0954,0.5217,40.0592,9,['KVKSEGMENT_10']
1738,24.0,144.3066,23.9362,143.0232,9,['KVKSEGMENT_8']
1742,0.5455,35.0731,0.5455,35.0122,9,['KVKSEGMENT_1']
1746,24.0,123.6831,24.0642,122.7205,9,['KVKSEGMENT_20']
1747,0.5579,479.0658,0.5579,478.9721,0,['KVKSEGMENT_4']
1748,24.0,46.5981,24.0642,46.2087,9,['E3A']
1750,24.0,149.8357,23.9362,148.5704,9,['KVKSEGMENT_1']
1751,24.0,60.7031,23.9362,60.2261,9,['KVKSEGMENT_7']
1752,24.0,778.5357,23.9362,771.6952,14,['KVKSEGMENT_4']
1753,24.0,684.1029,24.0642,679.1486,0,['E3C']
1754,24.0,180.9825,23.9362,179.3632,9,['KVKSEGMENT_8']
1755,2.0,208.812,2.0004,207.9075,9,['E3B']
1757,24.0,162.043,24.0642,160.6049,9,['KVKSEGMENT_13']
1758,24.0,66.443,24.0642,65.9524,9,['E3A']
1760,24.0,114.0179,23.9362,112.9947,9,['KVKSEGMENT_8']
1761,24.0,154.0892,24.0642,152.9619,9,['E3A']
1762,3.0,257.3804,2.999,256.5467,9,['KVKSEGMENT_4']
1763,0.5,1502.1563,0.5,1494.7278,18,['KVKSEGMENT_8']
1764,1.004,1221.0392,1.0041,1220.7261,14,['E3A']
1765,24.0,498.0949,24.0642,494.1578,0,['KVKSEGMENT_8']
1766,0.5429,113.6193,0.5429,113.5792,9,['KVKSEGMENT_6']
1767,0.5,186.5344,0.5,185.145,9,['E3C']
1768,24.0,209.2267,23.9362,207.5708,9,['E3C']
1769,24.0,374.3442,23.9362,371.5792,0,['KVKSEGMENT_4']
1770,24.0,132.8093,24.0642,131.9086,9,['KVKSEGMENT_1']
1771,24.0,288.8081,23.9362,286.2552,0,['KVKSEGMENT_8']
1773,24.0,194.4112,23.9362,192.6623,9,['E3A']
1776,24.0,360.9054,6.0,360.1242,0,['KVKSEGMENT_4']
1777,0.554,27.3565,0.5541,27.352,9,['KVKSEGMENT_6']
1780,24.0,58.5498,24.0642,58.0314,9,['KVKSEGMENT_15']
1781,0.5,168.7443,0.5,168.4012,9,['E3C']
1782,2.0,255.1353,1.9996,254.3737,9,['KVKSEGMENT_8']
1788,24.0,550.311,23.9362,548.8505,0,['KVKSEGMENT_12']
1789,12.0,340.0679,12.016,337.208,0,['E3B']
1790,24.0,399.7488,23.9362,396.1788,0,['E3A']
1794,24.0,93.6292,23.9362,92.809,9,['KVKSEGMENT_13']
1796,24.0,181.8249,24.0642,180.2268,9,['E3A']
1797,24.0,1926.3003,23.9362,1909.2854,18,['KVKSEGMENT_12']
1799,24.0,395.7642,24.0642,392.4552,0,['KVKSEGMENT_8']
1800,12.0,94.8961,11.984,94.4358,9,['E3A']
1801,24.0,197.6757,23.9362,195.8871,9,['KVKSEGMENT_8']
1804,0.5959,19.3083,0.5959,19.3045,9,['E3C']
1805,0.5122,1483.5509,0.5122,1483.3352,18,['KVKSEGMENT_16']
1806,0.559,53.6002,0.559,53.5812,9,['KVKSEGMENT_16']
1807,1.0,451.0484,0.9999,447.5953,0,['KVKSEGMENT_14']
1810,0.5,125.9456,0.5,125.8139,9,['KVKSEGMENT_6']
1811,6.0,203.3177,6.004,202.3264,9,['E3C']
1812,0.5334,39.6746,0.5334,39.6632,9,['E3A']
1813,24.0,182.109,24.0642,181.1943,9,['KVKSEGMENT_17']
1815,6.0,308.9531,6.004,307.2509,0,['KVKSEGMENT_19']
1817,0.9997,2212.0267,0.9998,2209.3612,7,['KVKSEGMENT_4']
1818,24.0,229.5481,24.0642,227.6234,9,['KVKSEGMENT_18']
1820,0.5,38.5592,0.5,38.5375,9,['KVKSEGMENT_13']
1821,6.0,2565.3609,6.004,2550.9581,7,['KVKSEGMENT_4']
1822,1.0,355.0495,1.0001,352.0127,0,['E3B']
1823,24.0,1606.012,24.0642,1591.6635,18,['KVKSEGMENT_8']
1824,24.0,148.6232,23.9362,147.3239,9,['KVKSEGMENT_1']
1826,0.8573,480.8392,0.8572,480.4117,0,['KVKSEGMENT_14']
1827,6.0,533.006,6.004,529.145,0,['E3C']
1828,0.5089,32.287,0.5089,32.2854,9,['KVKSEGMENT_19']
1829,4.8,65.7454,4.7974,65.433,9,['E3A']
1830,24.0,223.4644,24.0642,221.4849,9,['KVKSEGMENT_4']
1831,24.0,149.8595,23.9362,148.5853,9,['E3B']
1833,24.0,162.4823,23.9362,161.0318,9,['KVKSEGMENT_1']
1834,0.8052,176.2602,0.8051,176.2137,9,['E3A']
1835,24.0,221.9206,23.9362,219.9225,9,['E3A']
1836,0.8,426.4048,0.7999,424.5285,0,['E3C']
1838,24.0,76.345,23.9362,75.7352,9,['E3B']
1840,0.5714,37.1121,0.5714,37.0604,9,['E3C']
1841,1.0,602.8876,0.9999,598.0607,0,['E3D']
1842,24.0,145.3481,24.0642,144.2259,9,['KVKSEGMENT_1']
1845,8.0,356.532,7.9929,354.5653,0,['KVKSEGMENT_9']
1846,24.0,168.9141,24.0642,167.4872,9,['E3A']
1847,2.4,307.9717,2.4006,306.8628,0,['KVKSEGMENT_8']
1848,24.0,86.6753,23.9362,86.0163,9,['KVKSEGMENT_4']
1849,11.984,86.3617,11.9681,86.338,9,['KVKSEGMENT_1']
1850,0.5091,189.6751,0.5091,189.5872,9,['KVKSEGMENT_18']
1851,24.0,634.3141,23.9362,629.0298,0,['KVKSEGMENT_1']
1852,24.0,538.2729,23.9362,534.0518,0,['KVKSEGMENT_19']
1853,0.5,1579.3577,0.5,1565.5892,18,['KVKSEGMENT_8']
1854,0.5455,163.5381,0.5455,162.7929,9,['KVKSEGMENT_16']
1857,0.5581,123.3849,0.5581,123.0303,9,['E3A']
1858,0.5581,48.429,0.5581,48.3009,9,['E3B']
1859,0.5,57.9034,0.5,57.8044,9,['E3B']
1860,0.5843,26.7589,0.5842,26.743,9,['E3A']
1862,0.5334,64.4266,0.5333,64.392,9,['E3B']
1863,0.508,39.0941,0.508,39.0702,9,['KVKSEGMENT_19']
1864,0.5217,29.9047,0.5217,29.7642,9,['KVKSEGMENT_13']
1865,24.0,590.1418,23.9362,584.8532,0,['KVKSEGMENT_13']
1867,8.0,1813.1261,7.9929,1799.0049,18,['KVKSEGMENT_4']
1869,24.0,1816.5111,24.0642,1801.4948,18,['KVKSEGMENT_1']
1875,12.0,178.2523,11.984,176.8895,9,['KVKSEGMENT_13']
1876,0.5487,24.4273,0.5488,24.4195,9,['KVKSEGMENT_20']
1877,0.62,273.6516,0.62,273.5539,9,['KVKSEGMENT_20']
1878,24.0,45.2116,23.9362,44.8849,9,['KVKSEGMENT_10']
1880,24.0,1928.0671,23.9362,1910.6827,18,['KVKSEGMENT_8']
1881,24.0,912.629,24.0642,905.4435,14,['E3A']
1882,24.0,484.0737,24.0642,479.7582,0,['KVKSEGMENT_9']
1884,24.0,1114.6073,24.0642,1104.7603,14,['KVKSEGMENT_1']
1885,1.1831,116.1708,1.1833,116.1021,9,['KVKSEGMENT_16']
1886,24.0,128.4258,23.9362,127.5058,9,['E3C']
1887,24.0,36.1484,24.0642,35.9102,9,['KVKSEGMENT_8']
1888,1.5003,693.7174,1.5,693.0392,0,['KVKSEGMENT_2']
1890,24.0,210.05,23.9362,208.3664,9,['KVKSEGMENT_7']
1891,0.5013,572.6718,0.5013,572.6606,0,['KVKSEGMENT_4']
1892,0.5854,243.8658,0.5854,243.5375,9,['E3A']
1894,12.0,246.9063,12.016,245.5113,9,['KVKSEGMENT_19']
1895,0.5263,83.7494,0.5263,83.7412,9,['KVKSEGMENT_1']
1897,24.0,112.4767,23.9362,111.5462,9,['KVKSEGMENT_7']
1898,0.5091,1437.0191,0.5091,1436.6521,18,['KVKSEGMENT_18']
